4,5,-1
9,10,-1
14,15,-1
19,20,-1
19,6,-1
18,19,-1
21,22,-1
18,21,-1
17,18,-1
17,23,-1
17,24,-1
16,17,-1
14,16,-1
13,14,-1
25,15,-1
25,22,-1
13,25,-1
12,13,-1
12,26,-1
12,27,-1
11,12,-1
28,13,-1
28,26,-1
28,29,-1
11,28,-1
9,11,-1
8,9,-1
7,8,-1
7,30,-1
7,31,-1
6,7,-1
34,35,-1
34,11,-1
33,34,-1
32,33,-1
32,36,-1
32,31,-1
6,32,-1
4,6,-1
3,4,-1
2,3,-1
2,37,-1
2,38,-1
1,2,-1
42,43,-1
42,6,-1
41,42,-1
40,41,-1
40,44,-1
40,45,-1
39,40,-1
48,49,-1
48,11,-1
47,48,-1
46,47,-1
46,50,-1
46,45,-1
39,46,-1
