4,5,-1
9,10,-1
14,15,-1
14,16,-1
13,14,-1
12,13,-1
12,17,-1
12,18,-1
11,12,-1
9,11,-1
8,9,-1
7,8,-1
7,19,-1
7,20,-1
6,7,-1
4,6,-1
3,4,-1
21,22,-1
26,27,-1
26,11,-1
25,26,-1
24,25,-1
24,28,-1
24,29,-1
23,24,-1
21,23,-1
3,21,-1
2,3,-1
2,30,-1
2,31,-1
1,2,-1
